clique,version,title,performer,id
2547,9,Come as You Are,The Mammals,P_42103
2547,10,Come as You Are,Charlie Hunter Trio,P_14352
2547,11,Come as You Are,Gringo Floyd,P_705162
2547,12,Come as You Are,Vitamin String Quartet,P_455942
2548,0,Black Hole Sun,Soundgarden,P_30326
2548,1,Black Hole Sun,Steve & Eydie,P_392475
2548,2,Black Hole Sun,Mimi,P_458854
2548,3,Black Hole Sun,Lota Red,P_55702
2548,4,Black Hole Sun,Handsome Hank and His Lonesome Boys,P_143672
2548,5,Black Hole Sun,The Eternal Afflict,P_738831
2548,6,Black Hole Sun,The Twang,P_493523
2548,7,Black Hole Sun,Paul Anka,P_32043
2548,8,Black Hole Sun,Copeland,P_54210
2548,9,Black Hole Sun,Tre Lux,P_93943
2548,10,Black Hole Sun,The Moog Cookbook,P_58894
2548,11,Black Hole Sun,Peter Frampton,P_143699
2548,12,Black Hole Sun,Vitamin String Quartet,P_716248
2549,0,Topsy,The Manhattan Transfer,P_437338
2550,0,Swanee,Sid Ramin and Orchestra,P_691118
2551,0,Just My Imagination (Running Away with Me),The Temptations,P_11841
2551,1,Just My Imagination (Just My Salvation),The Rance Allen Group,P_124019
2551,2,Just My Imagination,Jimmy London,P_425578
2551,3,Just My Imagination (Running Away with Me),The Undisputed Truth,P_11842
2551,4,Just My Imagination (Running Away with Me),The Rolling Stones,P_12864
2551,5,Just My Imagination,Modern Romance,P_738396
2551,6,Just My Imagination (Running Away with Me),Lillo Thomas,P_373784
2551,7,Just My Imagination (Running Away with Me),Will Downing,P_91377
2551,8,Just My Imagination,Kashief Lindo,P_418672
2551,9,Just My Imagination (Running Away with Me),Pete Yorn,P_60386
2551,10,Just My Imagination,Little Beaver,P_413915
2551,11,Just My Imagination,Larry Carlton,P_410575
2551,12,Just My Imagination (Running Away with Me),Booker T. & The M.G.'s,P_354763
2552,0,Yellow,Coldplay,P_17053
2552,1,Yellow,On the Rocks,P_619514
2552,2,Yellow,Petra Haden and Bill Frisell,P_17054
2552,3,Yellow,Brooke White,P_232585
2552,4,Yellow,Orleya,P_70401
2552,5,Yellow,K's Choice,P_77508
2552,6,Yellow,Jem [GB],P_166680
2552,7,Yellow,Boyce Avenue,P_562890
2552,8,Yellow,DJ Style,P_676087
2552,9,Yellow,Jingo feat. Marina,P_664243
2552,10,Yellow,Vitamin String Quartet,P_38051
2552,11,Yellow,Old School Freight Train,P_462725
2552,12,Yellow,Dallas String Quartet,P_675575
2553,0,Arthur's Theme (Best That You Can Do),The Chipmunks,P_424879
2553,1,Arthur's Theme (Best That You Can Do),Shirley Bassey,P_23526
2553,2,Arthur's Theme (Best That You Can Do),Paris Match,P_406768
2553,3,Arthur's Theme,Thomas Anders,P_424850
2553,4,Arthur's Theme (Best That You Can Do),Marica Hiraga with Manhattan Jazz Quintet,P_762135
2553,5,Arthur's Theme (Best That You Can Do),Valerie Joyce,P_501090
2553,6,Arthur's Theme (Best That You Can Do),Mel Fausto,P_440646
2553,7,Arthur's Theme (The Best That You Can Do),Georgie Smit,P_443961
2553,8,Arthur's Theme (Best That You Can Do),Richard Poon,P_453544
2553,9,Arthur's Theme,Glee Cast,P_655537
2553,10,Arthur's Theme,David Benoit,P_546670
2553,11,Arthur's Theme (The Best That You Can Do),Acker Bilk,P_782784
2553,12,Arthur's Theme,Roger Williams,P_286524
2554,0,Caminhos Cruzados,Maysa,P_270065
2554,1,Caminhos Cruzados,João Gilberto,P_54402
2554,2,Caminhos Cruzados,Maria Creuza,P_439256
2554,3,Caminhos Cruzados,Quarteto em Cy,P_751900
2554,4,Caminhos Cruzados,Gal Costa,P_456809
2554,5,Caminhos Cruzados,Ana Caram,P_419681
2554,6,Caminhos Cruzados,Clémentine,P_756608
2554,7,Caminhos Cruzados,Zizi Possi,P_653152
2554,8,Caminhos Cruzados,Ivan Lins,P_64634
2554,9,Caminhos Cruzados,Riccardo Arrighini encontra Barbara Casini & Fabrizio Bosso,P_795613
2554,10,Caminhos Cruzados,Zimbo Trio,P_419723
2554,11,Crossroads (Caminhos Cruzados),Gene Bertoncini,P_742220
2554,12,Caminhos Cruzados,Dan Faehnle,P_751270
2555,0,You're the Cream in My Coffee,Broadway Nitelites,P_194422
2555,1,You're the Cream in My Coffee,Ted Weems and His Orchestra,P_194423
2555,2,You're the Cream in My Coffee,Gladys Rice and Franklyn Baur,P_468259
2555,3,You're the Cream in My Coffee,Jack Hylton and His Orchestra,P_194458
2555,4,You're the Cream in My Coffee,Emmett Miller and His Georgia Crackers,P_194509
2555,5,You're the Cream in My Coffee,Ruth Etting,P_194421
2555,6,You're the Cream in My Coffee,The Ray Conniff Singers,P_426749
2555,7,You're the Cream in My Coffee,Neil Reid,P_342830
2555,8,You're the Cream in My Coffee,Teresa Brewer and the World's Greatest Jazz Band of Yank Lawson & Bob Haggart,P_362880
2555,9,You're the Cream in My Coffee,Famous Names,P_789398
2555,10,You're the Cream in My Coffee,Jesse Crawford,P_769479
2555,11,You're the Cream in My Coffee,Miff Mole's Little Molers,P_194514
2555,12,You're the Cream in My Coffee,Carmen Cavallaro,P_452264
2556,0,Come on in My Kitchen,Jo Ann Kelly,P_192775
2557,0,Piove,André Hazes,P_102499
2558,0,Just the Way You Are,Bruno Mars,P_183344
2558,1,Just the Way You Are,Ahmir,P_589525
2558,2,Just the Way You Are,Alex Goot,P_399215
2558,3,Just the Way You Are,Tyler Ward ft. Ahmir,P_556983
2558,4,Just the Way You Are,Gavin Mikhail,P_276212
2558,5,Just the Way You Are [Bruno Mars],Glee Cast,P_296418
2558,6,Just the Way You Are,Boyce Avenue,P_306434
2558,7,Just the Way You Are,EleventhHour,P_275387
2558,8,Just the Way You Are,Nigel Brown,P_605318
2558,9,Just the Way You Are,Matt Cardle,P_287190
2558,10,Just the Way You Are,The Piano Guys,P_356216
2558,11,Just the Way You Are,European Ensemble Strings,P_716556
2558,12,Just the Way You Are,Josh Vietti,P_678747
2559,0,Chiquitita,ABBA,P_3997
2559,1,Chiquitita,Sharifah Aini,P_641390
2559,2,Chiquitita,Lea Salonga,P_663307
2559,3,Chiquitita,E-Rotic,P_84929
2559,4,Chiquitita,Stephen Gately,P_3998
2559,5,Chiquitita,Sinéad O'Connor,P_31569
2559,6,Chiquitita,Abbacadabra [GB],P_609991
2559,7,Chiquitita,Spiral Tower,P_31914
2559,8,Chiquitita,Riff Raff,P_449248
2559,9,Chiquitita,Wing,P_222508
2559,10,Chiquitita,"Stanley Black, His Piano and Orchestra",P_23018
2559,11,Chiquitita,Conquistador,P_228050
2559,12,Chiquitita,Dana Dragomir,P_595165
2560,0,Love Minus Zero/No Limit,Duane Eddy,P_265602
2561,0,Black Dog,The West 52nd Street Buddha Lounge Ensemble,P_717204
2562,0,Huron Carol,Joey Curtin,P_261712
2563,0,If You Were the Only Girl (In the World),George Robey and Violet Loraine,P_511617
2563,1,If You Were the Only Girl in the World,Perry Como with Russ Case and His Orchestra,P_511623
2563,2,If You Were the Only Girl,Doris Day with Paul Weston and His Orchestra,P_511622
2563,3,If You Were the Only Girl,Mitch Miller and the Gang,P_610469
2563,4,If You Were the Only Girl in the World,Johnny Kidd,P_511625
2563,5,If You Were the Only Girl in the World,Frankie Avalon,P_511626
2563,6,If You Were the Only Girl (In the World),Stanley Holloway,P_586704
2563,7,If You Were the Only Boy in the World,Kathy Kirby,P_726644
2563,8,If You Were the Only Girl,Dean Martin,P_735408
2563,9,If You Were the Only Boy in the World,Barbra Streisand,P_511619
2563,10,If You Were the Only Girl,Nat Brandwynne and His Orchestra,P_765145
2563,11,If You Were the Only Girl in the World,Sonny Rollins,P_543574
2563,12,If You Were the Only Girl in the World,Gene Krupa,P_557995
2564,0,Lonely Avenue,Ray Charles,P_2696
2564,1,Lonely Avenue,Marty Wilde with John Barry and His Orchestra,P_265508
2564,2,Lonely Avenue,The Crickets,P_340695
2564,3,Lonely Avenue,The Double Six of Paris,P_677595
2564,4,Lonely Avenue,The Original Animals,P_201544
2564,5,Lonely Avenue,Gillan & Glover,P_449710
2564,6,Lonely Avenue,Backbone Slip,P_106837
2564,7,Lonely Avenue,Van Morrison,P_21302
2564,8,Lonely Avenue,Lee Dorsey,P_485972
2564,9,Lonely Avenue,Los Lobos,P_2697
2564,10,Lonely Avenue,Booker T. & The M.G.'s,P_53385
2564,11,Lonely Avenue,Jackie Ivory,P_260434
2564,12,Lonely Avenue,Henry Cain,P_162012
2565,0,September,Houzeboyz feat. Vivian,P_711796
2565,1,September,Toki Asako,P_313996
2565,2,September,Kirk Franklin,P_50940
2565,3,September,Marcela Mangabeira,P_298104
2565,4,September,The Madison Project,P_702005
2565,5,September,Christophe Willem,P_74189
2565,6,September,Gordon Goodwin's Big Phat Band feat. Patti Austin,P_473351
2565,7,September,Susan Wong,P_198254
2565,8,September,Pomplamoose,P_134783
2565,9,September,Soul Kitchen-Band feat. Frank Riley,P_553427
2565,10,September,Brian Bromberg,P_69779
2565,11,September,Manhattan Jazz Orchestra,P_645987
2565,12,September,Philippe Saisse Trio,P_73885
2566,0,People Make the World Go Round,The Stylistics,P_6693
2566,1,People Make the World Go Round,Michael Jackson,P_6694
2566,2,People Make the World Go Round,The Now Generation,P_378684
2566,3,People Make the World Go Round,Chosen Few featuring Errol Brown,P_739142
2566,4,People Make the World Go Round,O'Donel Levy,P_68040
2566,5,People Make the World Go Round,The Temprees,P_479187
2566,6,People Make the World Go Round,Dee Dee Bridgewater,P_541126
2566,7,People Make the World Go 'Round,Angela Bofill,P_115250
2566,8,People Make the World Go Round,CeCe Rogers,P_765495
2566,9,People Make the World Go Round,Walter Beasley,P_609090
2566,10,People Make the World Go Round (That's What Makes the World Go Round),The Ice Man's Band,P_458686
2566,11,People Make the World Go Round,The Ramsey Lewis Trio,P_482488
2566,12,People Make the World Go Round,Young-Holt Unlimited,P_280176
2567,0,Just When I Needed You Most,Peter Griffin,P_626885
2568,0,Canto de Ossanha,Baden - Vinícius,P_85332
2568,1,Canto de Ossanha,Tamba Trio,P_446855
2568,2,Canto de Ossanha,Elis Regina,P_85335
2568,3,Canto de Ossanha,The Girls from Bahia,P_542487
2568,4,Canta de Ossanha,Les Baxter Orchestra and Chorus,P_269787
2568,5,Canto de Ossanha,Vinicius de Moraes con Maria Creuza y Toquinho,P_439252
2568,6,Canto de Ossanha,Toquinho e Vinicius,P_203690
2568,7,Canto de Ossanha,Joyce,P_416478
2568,8,Canto de Ossanha,Rosalia de Souza,P_203693
2568,9,Canto de Ossanha,Nossa Alma Canta,P_750555
2568,10,Canto de Ossanha,Baden Powell,P_203479
2568,11,Canto de Ossanha,Dorothy Ashby,P_497392
2568,12,Canto de Ossanha,Jonathan Kreisberg,P_560470
2569,0,Love Me Like You Do,Ellie Goulding,P_363860
2569,1,Love Me Like You Do,The Janes - Daniel de Bourg,P_547710
2569,2,Love Me Like You Do,Travis Atreo,P_553478
2569,3,Love Me Like You Do,Madilyn Bailey & MAX,P_508819
2569,4,Love Me Like You Do,Ben Schuller,P_537723
2569,5,Love Me Like You Do,Ruben Colaci,P_702429
2569,6,Love Me Like You Do,Savannah Outen,P_549526
2569,7,Love Me Like You Do,Caitlin Hart and PopGun,P_559615
2569,8,Love Me Like You Do,Amy Treadwell Toy ft. Brandon Toy,P_550335
2569,9,Love Me Like You Do,Ali,P_594237
2569,10,Love Me Like You Do,Robert Mendoza,P_675958
2569,11,Love Me Like You Do,Piano Dreamers,P_725911
2569,12,Love Me Like You Do,Vitamin String Quartet,P_728365
2570,0,Nobody's Heart,"Charles Cochran, Richard Rodney Bennett",P_760480
2571,0,Wake Me Up,Avicii,P_288370
2571,1,Wake Me Up,Maddie Wilson,P_578090
2571,2,Wake Me Up,Ali Brustofski,P_594348
2571,3,Wake Me Up,Madilyn Bailey,P_508389
2571,4,Wake Me Up!,Runaground,P_288372
2571,5,Wake Me Up,Tiffany Alvord,P_288371
2571,6,Wake Me Up,Aloe Blacc,P_332213
2571,7,Wake Me Up,Sam Tsui,P_484418
2571,8,Wake Me Up,Caroline Pennell,P_685456
2571,9,Wake Me Up,Russkaja,P_690459
2571,10,Wake Me Up,Vitamin String Quartet,P_728221
2571,11,Wake Me Up,Josh Vietti,P_678238
2571,12,Wake Me Up,Simply Three,P_593304
2572,0,We'll Gather Lilacs,Muriel Barron & Olive Gilbert,P_400159
2572,1,We'll Gather Lilacs,Richard Tauber,P_400160
2572,2,We'll Gather Lilacs,Tommy Dorsey and His Orchestra,P_400380
2572,3,We'll Gather Lilacs,Gene Krupa and His Orchestra,P_400388
2572,4,We'll Gather Lilacs,Anne Ziegler and Webster Booth with Orchestra cond. by Jack Byfield,P_400161
2572,5,We'll Gather Lilacs in the Spring,Julie Andrews,P_400172
2572,6,We'll Gather Lilacs,Marion Grimaldi and The Williams Singers,P_404206
2572,7,We'll Gather Lilacs in the Spring,Frank Sinatra,P_400174
2572,8,We'll Gather Lilacs,Harry Secombe/Moira Anderson,P_400448
2572,9,We'll Gather Lilacs,"Lesley Garrett, Royal Philharmonic Concert Orchestra Conducted by James Holmes",P_401007
2572,10,We'll Gather Lilacs,Victor Silvester and His Ballroom Orchestra,P_400429
2572,11,We'll Gather Lilacs,Mantovani and His Orchestra,P_400408
2572,12,We'll Gather Lilacs,Eric Johnson and His Orchestra,P_472943
2573,0,If I Can Dream,Dean Z,P_589838
2574,0,Titanium,David Guetta feat. Sia,P_285622
2574,1,Titanium,Collin McLoughlin,P_311233
2574,2,Titanium,Ali Brustofski,P_593930
2574,3,Titanium,Madilyn Bailey,P_310772
2574,4,Titanium,Tiffany Alvord,P_548602
2574,5,Titanium,Boyce Avenue,P_311235
2574,6,Titanium,Sam Tsui,P_483902
2574,7,Titanium,Megan Nicole,P_573502
2574,8,Titanium,Aaronic Stuff feat. Astrid,P_566425
2574,9,Titanium,Gentleman's Rule,P_510715
2574,10,Titanium,Piano Tribute Players,P_684109
2574,11,Titanium,Ely Jaffe,P_591385
2574,12,Titanium,Tanner Townsend,P_592818
2575,0,In the Summertime,Shaggy feat. Rayvon,P_59362
2576,0,Please Be Kind,Red Norvo and His Orchestra,P_306190
2576,1,Please Be Kind,Bob Crosby and His Orchestra,P_306197
2576,2,Please Be Kind,Benny Goodman and His Orchestra,P_306196
2576,3,Please Be Kind,Earl Hines and His Orchestra,P_306198
2576,4,Please Be Kind,Ella Fitzgerald with Ellis Larkins at the Piano,P_306207
2576,5,Please Be Kind,Betty Madigan,P_555793
2576,6,Please Be Kind,Peggy Lee,P_306208
2576,7,Please Be Kind,Johnny Mathis,P_306211
2576,8,Please Be Kind,Sarah Vaughan,P_306205
2576,9,Please Be Kind,Jane Monheit,P_306192
2576,10,Please Be Kind,Django Reinhardt,P_306204
2576,11,Please Be Kind,Nelson Riddle and His Orchestra,P_306218
2576,12,Please Be Kind,Kenny Davern and His Jazz Band,P_718895
2577,0,Walking on the Moon,The Police,P_6292
2577,1,Walking on the Moon,Hot Chocolate,P_290357
2577,2,Walking on the Moon,The Party Boys,P_489864
2577,3,Walking on the Moon,Carme Canela & Trio,P_604838
2577,4,Walking on the Moon,Jimmy Nail,P_309430
2577,5,Walking on the Moon,Crummy Stuff,P_152601
2577,6,Walking on the Moon,The Pale,P_35965
2577,7,Walking on the Moon,Chloé,P_749542
2577,8,Walking on the Moon,Cas Haley,P_789134
2577,9,Walking on the Moon (Walking on the Dub),DubXanne backed by Okada,P_366063
2577,10,Walking on the Moon,The Yuri Honing Trio,P_561533
2577,11,Walkin' on the Moon,Frank Vignola,P_683821
2577,12,Walking on the Moon,Christian McBride Band,P_126451
2578,0,Perfect,Ed Sheeran,P_553216
2578,1,Perfect,Jared Halley,P_553217
2578,2,Perfect,Tyler Ward & Lisa Cimorelli,P_556950
2578,3,Perfect [Ed Sheeran],Cimorelli,P_621109
2578,4,Perfect,Tiffany Alvord & Chester See,P_572994
2578,5,Perfect,Jason Chen,P_571601
2578,6,Perfect,Alexander Stewart [CA],P_595412
2578,7,Perfect,Hannah Trigwell,P_722599
2578,8,Perfect,Emma Heesters,P_710830
2578,9,Perfect,Joseph Vincent,P_588999
2578,10,Perfect,Daniel Jang,P_592587
2578,11,Perfect,Brooklyn Duo,P_674823
2578,12,Perfect,Robert Mendoza,P_676569
2579,0,Something to Remember You By,Libby Holman,P_180632
2579,1,Something to Remember You By,Libby Holman & Orchestra,P_180633
2579,2,Something to Remember You By,Helen Morgan,P_181970
2579,3,Something to Remember You By,Jo Stafford,P_203610
2579,4,Something to Remember You By,Don Cornell,P_344831
2579,5,Something to Remember You By,Polly Bergen,P_232100
2579,6,Something to Remember You By,Joni James,P_426150
2579,7,Give Me Something to Remember You By,Kathy Barr,P_647035
2579,8,Something to Remember You By,Lynn Taylor,P_534214
2579,9,Something to Remember You By,Doris Drew,P_197456
2579,10,Something to Remember You By,Buddy Morrow and His Orchestra,P_766954
2579,11,Give Me Something to Remember You By,Nat Brandwynne and His Orchestra,P_765150
2579,12,Something to Remember You By,Nelson Riddle and His Orchestra,P_414588
2580,0,Você e eu,João Gilberto,P_270170
2580,1,Eu e Você,The New Stan Getz Quartet featuring Astrud Gilberto,P_270285
2580,2,Você e Eu,Paul Winter with Carlos Lyra,P_749767
2580,3,Você e Eu,Lobão & Nelson Faria,P_270414
2580,4,Você e Eu,Phil Woods & Barbara Casini featuring Stefano Bollani,P_747084
2580,5,Você e Eu,Maria Bethânia,P_771467
2580,6,Você e Eu,Lilly Abreu & Cuarteto Latinoamericano,P_750193
2580,7,Você e Eu,Teresa Salgueiro & Septeto de João Cristal,P_752540
2580,8,Você e Eu,Zeurítia,P_271947
2580,9,Você e Eu,Rozina Pátkai,P_770918
2580,10,(Only You and I) Você e Eu,The Paul Winter Sextet,P_270172
2580,11,Você e Eu,Os Bossa Três & Jo Basile,P_749804
2580,12,You and I (Você e Eu),Claus Ogerman and His Orchestra,P_653068
2581,0,Total Eclipse of the Heart,Mitoy Yonting,P_627922
2582,0,Back in Black,Skrewdriver,P_562366
2582,1,Back in Black,CPR,P_310617
2582,2,Back in Black,Upper Crust,P_56074
2582,3,Back in Black,Hayseed Dixie,P_7786
2582,4,Back in Black,Damnation of Chaos,P_56050
2582,5,Back in Black,Living Colour,P_61634
2582,6,Back in Black,Six Feet Under,P_242464
2582,7,Back in Black,Steriogram,P_87847
2582,8,Back in Black,Hell's Belles,P_321230
2582,9,Back in Black,Wing,P_222302
2582,10,Back in Black,Vitamin String Quartet,P_277962
2582,11,Back in Black,Ryoji Ikeda,P_104258
2582,12,Back in Black,Sweet Little Band,P_715861
2583,0,Walking on Sunshine,Sugar Beats,P_68030
2584,0,Lady Margaret,The Mammals,P_46112
2585,0,Summer Night,Flora Purim,P_451942
2586,0,Get Rhythm,Bob Luman,P_36563
2587,0,Keep Growing Strong,Connie Stevens,P_52660
2587,1,"Betcha by Golly, Wow",The Stylistics,P_44191
2587,2,Betcha by Golly Wow,Johnny Mathis,P_49613
2587,3,Betcha by Golly Wow,Johnny Hartman,P_91818
2587,4,Betcha by Golly Wow,Smokey Robinson and The Miracles,P_347687
2587,5,Betcha by Golly Wow,Jackie Trent & Tony Hatch,P_655188
2587,6,Betcha by Golly Wow,Norman Connors featuring Phyllis Hyman,P_48508
2587,7,Betcha by Golly Wow,Dionne Warwick,P_347637
2587,8,Betcha by Golly Wow,Errol Dunkley,P_227182
2587,9,"Betcha by Golly, Wow",Urban Agnas,P_779935
2587,10,Betcha by Golly Wow,Grant Green,P_428637
2587,11,Betcha by Golly Wow,Stanley Jordan,P_466353
2587,12,"Betcha, By Golly Wow",Reggie Buie Trio,P_752747
2588,0,The Green Door,Jim Lowe with The High Fives,P_31327
2588,1,The Green Door,Frankie Vaughan,P_31351
2588,2,The Green Door,Glen Mason,P_381385
2588,3,The Green Door,The Ray Ellington Quartet,P_461390
2588,4,Green Door,Gene McDaniels,P_31354
2588,5,Green Door,Skip and Flip,P_31337
2588,6,Green Door,Leon McAuliff,P_78808
2588,7,Green Door,Eskew Reeder,P_31332
2588,8,Green Door,The Constrictors,P_122162
2588,9,Green Door,Floyd Cramer,P_799537
2588,10,Green Door,Tommy Oliver and His Orchestra,P_586405
2588,11,Green Door,Roland Alfonso,P_31330
2588,12,Puerta Verde,Bill Haley y sus Cometas,P_93897
2589,0,Closer,The Chainsmokers ft. Halsey,P_481769
2589,1,Closer,Ben Woodward,P_543267
2589,2,Closer,Travis Atreo,P_553716
2589,3,Closer,Mike Tompkins - Andie Case,P_550484
2589,4,Closer,Ben Schuller,P_541314
2589,5,Closer,Tay Watts feat. Becca Esopenko,P_573961
2589,6,Closer,Joseph Vincent,P_487694
2589,7,Closer,Sam Tsui & Kirsten Collins,P_487679
2589,8,Closer,Walk Off the Earth,P_532066
2589,9,Closer,Ali,P_593981
2589,10,Closer,Piano Dreamers,P_740488
2589,11,Closer,Daniel Jang,P_592566
2589,12,Closer,Jeremy Green,P_593005
2590,0,Shine,Jan Burgers and His New Orleans Syncopators,P_694169
2591,0,Living for the City,Stevie Wonder,P_5141
2591,1,Living for the City,Ike and Tina Turner,P_275232
2591,2,Living for the City,Ramsey Lewis,P_5467
2591,3,Living for the City,Ray Charles,P_42893
2591,4,Living for the City,Bonnie Tyler,P_105890
2591,5,Living for the City,Disco Rock Machine,P_567089
2591,6,Living for the City,Gillan,P_172807
2591,7,Living for the City,Sylvester,P_43913
2591,8,Living for the City,Texas,P_443327
2591,9,Living for the City,Jonny Lang,P_288368
2591,10,Living for the City,Paul Horn,P_585050
2591,11,Livin' for the City,O'Donel Levy,P_392015
2591,12,Living for the City,Thad Jones & Mel Lewis,P_484082
2592,0,A Lot of Livin' to Do,Dick Gautier,P_50523
2592,1,A Lot of Livin' to Do,Dick Gautier,P_492072
2592,2,Lot of Living to Do,Bobby Rydell,P_218231
2592,3,A Lot of Livin' to Do,Sammy Davis Jr.,P_589669
